row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,15_N_GA7_1_23828.mzML Peak area,44_N_BD7_1_23810.mzML Peak area,42_N_BB1_1_23779.mzML Peak area,54_N_BD8_1_23811.mzML Peak area,45_N_BC2_1_23788.mzML Peak area,48_N_BC6_1_23800.mzML Peak area,QC2_N_BB7_1_23799.mzML Peak area,47_N_BE7_1_23819.mzML Peak area,36_N_BE6_1_23818.mzML Peak area,17_N_GB4_1_23833.mzML Peak area,QC5_N_BB7_1_23820.mzML Peak area,6_N_GA5_1_23826.mzML Peak area,25_N_GB1_1_23830.mzML Peak area,50_N_GB8_1_23838.mzML Peak area,48_N_BC6_1_23793.mzML Peak area,49_N_BE4_1_23816.mzML Peak area,14_N_BB8_1_23786.mzML Peak area,52_N_BC5_1_23791.mzML Peak area,33_N_GB6_1_23836.mzML Peak area,31_N_BC1_1_23794.mzML Peak area,19_N_BE2_1_23814.mzML Peak area,26_N_BE1_1_23812.mzML Peak area,46_N_BC4_1_23797.mzML Peak area,41_N_GB7_1_23837.mzML Peak area,35_N_BC7_1_23801.mzML Peak area,13_N_BD5_1_23808.mzML Peak area,37_N_BB6_1_23784.mzML Peak area,39_N_GA8_1_23829.mzML Peak area,43_N_BD6_1_23809.mzML Peak area,32_N_BD1_1_23803.mzML Peak area,51_N_GB5_1_23835.mzML Peak area,52_N_BC5_1_23798.mzML Peak area,QC3_N_BB7_1_23806.mzML Peak area,2_N_BB3_1_23781.mzML Peak area,29_N_BD3_1_23805.mzML Peak area,30_N_GB3_1_23832.mzML Peak area,9_N_GA3_1_23824.mzML Peak area,23_N_BB2_1_23780.mzML Peak area,31_N_BC1_1_23787.mzML Peak area,QC4_N_BB7_1_23813.mzML Peak area,18_N_BC8_1_23802.mzML Peak area,8_N_BB5_1_23783.mzML Peak area,24_N_GB2_1_23831.mzML Peak area,45_N_BC2_1_23795.mzML Peak area,11_N_BE8_1_23821.mzML Peak area,12_N_BD4_1_23807.mzML Peak area,QC8_N_BB7_1_23839.mzML Peak area,46_N_BC4_1_23790.mzML Peak area,QC1_N_BB7_1_23785.mzML Peak area,38_N_GA4_1_23825.mzML Peak area,27_N_BB4_1_23782.mzML Peak area,7_N_BE5_1_23817.mzML Peak area,20_N_GA1_1_23822.mzML Peak area,21_N_BE3_1_23815.mzML Peak area,3_N_BD2_1_23804.mzML Peak area,1_N_BC3_1_23796.mzML Peak area,QC7_N_BB7_1_23834.mzML Peak area,5_N_GA2_1_23823.mzML Peak area,QC6_N_BB7_1_23827.mzML Peak area,
833,247.17036984582322,18.845165,,,,,,,,,,,2842.5942,2118.8464,1748.0942,2248.058,2144.0723,2299.7625,2280.0977,2543.3813,2512.5273,2600.0054,2591.043,2403.7131,2775.4937,2869.1968,2284.6575,2672.1733,1890.4015,2231.6738,2693.5293,2175.0178,2357.8125,2604.7156,2261.2783,2718.5564,2200.784,2598.9224,1963.6146,2559.793,2339.3618,2233.604,2769.3662,2330.0396,2361.0972,1888.2491,2354.4756,2802.3035,2520.3123,1920.3555,2204.497,2478.2832,2322.22,1797.924,2838.6409,2263.6614,2528.1172,2476.2974,2619.862,2097.413,1975.5686,2623.405,1857.2533,2488.9436,2390.5073,2339.2173,2344.4558,2338.855,2616.1833,2509.8267,2675.4062,
834,248.0795834504308,18.121984,,,,,,,,,,,0,26533.453,0,0,0,0,0,0,21771.14,24720.99,0,136983.34,0,0,0,18486.51,21528.984,0,20058.408,0,22216.219,25123.104,23566.586,12735.591,27544.793,0,0,18820.889,0,23148.951,0,0,32144.209,0,29891.436,23449.867,31051.04,0,0,31997.965,30883.375,0,22319.16,0,42201.1,31541.238,19501.514,0,0,39865.133,0,0,26100.588,19501.469,0,0,0,25717.072,31745.633,
835,249.11086052863453,10.464306,,,,,,,,,,,473.32214,1268.7457,0,0,726.1946,1993.0454,926.54425,1279.8915,642.4283,0,994.51117,0,1651.9432,0,1820.3701,0,0,0,0,1088.3269,2098.7642,0,0,0,1472.3917,0,0,0,0,2701.3425,0,0,954.6215,1513.9463,0,1665.7054,0,2532.6123,1004.16003,1156.2262,788.8004,0,3757.654,793.78723,0,0,1062.3318,0,839.8011,759.601,596.86017,706.353,7157.8857,1672.76,1434.8807,0,1084.3975,664.6537,1056.193,
836,249.1108862066961,10.3294735,,,,,,,,,,,0,1024.1903,716.84265,0,834.9953,1708.2205,0,1239.1737,0,0,0,0,0,0,1643.7131,0,0,0,0,0,0,0,0,0,1777.0898,0,0,0,0,2446.8428,0,0,0,1550.8195,0,0,0,1082.9634,0,0,1315.8563,0,3956.0793,886.6339,0,531.13586,0,0,0,1146.0519,0,1132.4774,3467.682,0,1927.7897,0,0,0,0,
837,249.11315130437458,14.628048,,,,,,,,,,,2286.0425,1931.9711,1708.65,2338.8076,1921.2688,1909.3767,2168.8875,2169.969,2356.4263,2480.9993,2476.9075,2496.6953,2141.84,2647.493,1687.1029,2621.2434,1831.2788,1682.9116,2376.1567,2171.3088,2209.5984,2108.7717,1941.76,2452.0415,2016.2567,2103.139,1863.8384,2431.6323,2397.2917,2276.0535,1853.5061,2136.204,2490.428,1788.8411,2295.3315,2387.2021,2437.9927,1998.197,2075.215,2433.5361,2220.1038,1851.4601,1923.6268,1852.8849,2391.3691,2036.4465,2533.4683,2088.2776,2081.532,2623.1294,2018.1692,2185.0044,2290.6775,2236.5332,2020.5404,2013.1012,2444.4355,2393.19,2465.2747,
838,249.1341079523918,7.5938287,,,,,,,,,,,1237.5978,1586.8124,0,0,1257.7401,2063.559,1592.3975,1328.379,0,1877.0615,1704.5586,1082.6433,1105.5283,0,1794.7771,0,1167.5519,0,0,1013.824,0,1445.7128,1128.6318,1143.4434,1527.8524,1735.5189,1304.1323,1556.0447,1253.8628,2062.6968,0,0,1691.2559,2177.2278,1185.7286,0,0,0,1067.3279,1586.2032,1536.4902,0,0,1191.2928,1743.3657,0,1600.6364,0,1640.555,2205.6143,1381.3704,864.81586,0,0,2384.3818,2653.9495,1642.3607,2543.0806,1675.5388,
839,249.13424668085472,7.4670153,,,,,,,,,,,0,5014.3604,0,0,3576.1326,11840.119,2179.961,5965.478,0,1012.0667,2313.6465,1087.3511,1239.8011,0,11601.485,0,761.2712,0,767.21234,1085.3834,0,1290.9858,6003.323,0,1324.4198,882.81555,836.82495,815.5248,4459.886,1468.2446,0,0,2261.6375,1638.4988,1141.5961,714.6358,937.0752,0,1058.9814,2205.4639,1175.0712,0,0,3466.7217,1424.4109,0,2242.4548,5880.0146,2174.9697,2366.5513,1200.6113,1337.8678,1089.1152,952.7745,2227.0173,1947.6814,2333.2178,1663.1838,2360.0947,
840,249.1497079086516,15.37951,,,,,,,,,,,13587.235,8500.17,9806.691,8207.034,9659.531,9690.486,10663.5,8424.773,10310.366,10345.47,10168.213,8204.517,10322.926,7522.297,9402.32,11000.081,10425.863,9231.678,10467.111,11393.271,8976.675,8142.477,9746.818,8913.921,9101.993,11114.082,10872.874,10019.282,10379.373,8868.633,8165.08,9065.501,10016.072,9814.688,9562.595,9650.334,10578.436,10351.49,11470.136,10058.766,9491.694,9675.302,8175.9937,9732.941,10591.632,9190.99,9720.769,10405.992,11243.119,9991.869,10247.276,8777.6,8043.996,8799.566,8816.118,12980.911,9864.486,10193.681,10074.277,
841,250.0722316762982,6.518509,,,,,,,,,,,3100.4978,2518.2341,0,0,693.10596,1372.2378,2001.1655,0,660.8315,1454.0172,2050.3608,2102.4072,5909.5137,0,1306.5387,0,1489.5544,0,504.97214,1217.2167,1224.3031,921.78314,1324.7534,1127.2117,1677.2095,1139.5641,704.8503,727.7994,0,847.5962,0,0,2078.714,542.4878,0,1981.6989,4316.4575,1466.1885,1240.7501,2101.323,665.63605,3045.325,1054.2169,672.0438,6285.991,619.2454,2036.0913,1375.2528,1930.1383,1886.0181,0,3838.8936,2292.7827,973.2273,3338.014,1784.4305,2184.8591,1761.2761,2143.7896,
842,250.09254923065566,1.9669986,,,,,,,,,,,0,0,0,0,0,0,0,0,0,643.53204,0,0,0,0,0,0,0,0,0,0,767.99176,548.7489,0,0,1762.4529,0,0,0,0,541.7063,0,0,0,545.2309,0,0,0,573.2747,0,0,0,0,487.34055,0,0,0,381.4681,0,0,0,0,0,331.90744,952.17114,0,0,360.48663,0,0,
843,251.0952127289608,10.665209,,,,,,,,,,,0,0,0,0,0,0,1292.9736,0,813.67,0,1316.1172,0,0,0,0,0,1665.0905,0,3723.7224,0,1950.8839,0,1584.6611,717.4811,0,0,0,1693.8749,0,0,0,0,0,0,0,1212.2195,0,0,0,0,0,5210.885,0,0,954.76917,0,0,1482.6755,0,0,0,0,0,0,0,7039.6816,1356.2655,0,1225.5256,
844,251.0953483592924,10.776952,,,,,,,,,,,0,3683.9243,715.3644,0,0,930.63184,0,0,0,0,0,1277.2108,0,0,868.18756,0,0,0,0,0,0,0,0,0,555.1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.6503,0,0,0,0,0,0,0,0,0,0,2620.6057,0,0,0,0,0,0,0,
845,251.09562358623103,11.232141,,,,,,,,,,,0,0,0,0,0,0,1847.75,0,1227.1056,0,1954.568,0,0,0,0,0,2370.7256,0,5080.9136,0,2743.9133,0,2204.8452,928.3658,893.9054,363.97397,0,2067.3787,0,0,0,0,1857.7546,0,0,1731.8182,1153.8956,1436.8627,0,1979.6663,0,6950.832,0,0,1373.3987,0,1875.8853,2104.5972,1737.1052,0,0,0,0,0,0,9376.54,1989.1722,0,1800.1569,
846,251.0956513852751,11.285782,,,,,,,,,,,0,5014.705,1020.2865,0,0,1476.8641,0,0,0,0,0,1617.6467,0,0,1417.4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.1454,0,0,0,0,0,0,0,0,0,0,1404.7543,0,0,0,0,875.2775,0,0,0,0,0,3780.9827,0,0,0,0,0,0,0,
847,251.0958876955704,11.007749,,,,,,,,,,,0,5957.1,1684.8806,759.75806,757.19775,1963.9984,0,726.2592,0,0,0,0,0,0,1927.65,0,0,0,0,0,0,0,0,0,1458.8954,0,0,0,0,1154.9114,0,0,0,918.4307,0,0,0,0,0,0,1812.2803,0,0,0,0,1496.8866,0,0,0,1070.6958,0,5258.9414,896.2411,0,733.93744,0,0,0,0,
848,251.09630130810058,10.916137,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354.3262,0,7150.654,0,0,0,3163.7068,0,0,0,0,3168.321,0,0,0,0,0,0,0,0,1536.5002,0,0,1460.1868,0,9205.147,0,0,0,0,0,0,0,0,0,0,0,0,0,11846.398,0,0,0,
849,251.1127853625979,2.105365,,,,,,,,,,,484.6512,2312.596,0,0,400.29645,952.9744,990.8449,0,0,1256.855,0,3072.674,530.451,0,971.1016,0,1078.6927,0,508.60275,1129.3761,0,0,1530.407,0,1362.0575,0,0,0,0,0,0,0,1081.1227,0,0,0,1721.8163,382.01334,1065.6228,1080.2886,1370.6675,0,0,0,1319.7871,470.01645,1039.0386,1501.4104,0,0,0,1621.6412,0,0,3349.8027,1315.1207,1105.3815,0,1046.9567,
850,251.1124004764483,2.0864668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1133.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.6855,0,0,0,0,0,0,1094.0378,1238.5822,0,0,0,0,0,0,0,0,0,
851,251.11355544462174,5.231714,,,,,,,,,,,0,0,0,0,0,0,7701.4746,0,4178.274,2695.2346,7685.3975,5197.2954,0,0,0,0,0,0,0,0,0,1762.5579,9928.513,0,0,0,946.0516,0,0,0,0,0,7594.53,0,975.8081,6980.521,0,0,0,7642.1484,0,28733.072,1586.4293,0,0,0,7836.339,9770.336,7184.961,1631.8574,0,0,0,0,0,0,0,0,0,
852,251.11338506235097,2.4063056,,,,,,,,,,,0,1046.9141,0,0,0,762.4257,732.5,0,0,0,767.79785,2137.9456,593.2917,0,815.96246,0,0,0,0,773.1785,0,0,687.7668,0,698.1206,0,0,0,0,0,0,0,731.9026,0,0,0,2747.9822,0,769.55457,725.06824,0,1178.5673,0,0,2642.7751,584.4714,733.057,783.717,736.44476,1063.4816,0,2882.0671,0,0,2577.2534,696.94,704.9943,556.9992,716.1551,
853,251.11352333562397,5.3192434,,,,,,,,,,,1616.4863,21576.322,3678.6587,0,0,6069.2134,0,0,0,0,0,0,2197.8855,0,5939.7344,0,10910.439,0,24454.707,1155.0203,13282.96,0,0,3688.7222,2563.4927,2268.5872,0,8581.207,1831.2407,2505.9072,0,0,0,981.55084,0,0,5092.051,5851.464,1138.0508,0,5797.0786,0,0,0,5123.648,3336.9194,0,0,0,0,0,13551.833,912.1906,1088.5875,0,38543.773,7579.1553,426.5295,7490.325,
854,251.12630372291295,10.892731,,,,,,,,,,,1252.22,0,0,1195.6256,1200.5596,0,0,1352.0809,0,0,0,0,2032.2494,998.96796,1545.7634,1062.0325,0,1059.3976,0,1174.2963,0,0,0,0,1219.3483,0,0,0,1178.5791,1385.2123,905.6301,1010.8831,0,1309.2819,944.21875,0,0,0,1328.7369,0,0,0,2107.6653,1274.8933,0,0,0,0,0,0,1071.7397,0,2200.6638,2087.992,1179.8138,0,0,1231.6221,0,
855,251.16503136241303,15.006271,,,,,,,,,,,398.40228,0,0,0,0,0,2693.52,0,0,0,3091.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899.213,0,0,0,0,0,0,2277.6782,0,0,0,0,0,0,3142.6653,0,2117.664,0,0,0,0,0,0,0,2556.8726,0,3097.1467,
856,251.9393282278403,1.6075345,,,,,,,,,,,7020.1743,3247.8218,0,0,0,6393.5854,5532.259,7973.2227,7629.4053,5083.1963,5260.8413,5292.9907,7222.7686,0,0,0,7652.417,0,0,7504.8003,7999.8926,7985.612,6422.676,0,5882.088,7443.779,0,5979.417,7540.263,6178.178,0,0,5216.673,7237.775,0,0,5186.9336,9844.936,7854.7085,5123.4434,5440.953,4293.846,7456.2856,7205.2095,3382.581,5678.42,0,0,5909.408,5703.1113,8963.675,4160.8433,7857.65,7684.9175,4275.746,3808.5564,5031.961,0,5093.3545,
857,251.93935379767032,1.90271,,,,,,,,,,,5908.997,6285.2915,7300.711,0,7792.385,5784.718,5456.971,8030.0215,6542.7065,2350.455,4859.2446,4886.468,5439.2026,0,5982.2344,0,8210.752,0,5371.815,6165.046,5695.363,6496.3716,6168.587,4101.7197,4466.2217,5753.597,5205.0693,4148.5083,6971.7827,4817.997,0,0,4724.0146,0,7670.323,7096.6436,4473.7505,8971.994,7520.796,5574.9385,4699.494,5505.8066,4097.7524,6529.711,4247.8335,6894.3228,4916.7275,7100.985,5534.1465,3806.0903,6642.7915,3581.4045,6869.538,5731.803,4421.035,3994.6948,3228.0076,3847.1465,4895.7896,
858,251.9393916219023,1.5347741,,,,,,,,,,,0,0,3143.054,0,7757.287,0,0,0,0,0,0,0,0,0,6474.187,0,0,0,6743.601,0,0,0,0,5211.687,0,0,7412.62,0,0,0,0,0,0,0,8418.089,7909.8906,0,0,0,0,0,0,0,0,0,0,0,6835.1865,0,0,0,0,0,0,0,0,0,0,0,
859,252.07364687661405,10.688674,,,,,,,,,,,2993.7065,0,0,0,0,0,0,0,0,3523.389,2971.069,0,3213.7341,0,0,0,2332.095,0,2837.1604,2565.9338,2730.0159,2877.2017,2650.5315,3590.6353,0,2727.689,2395.1064,3120.5596,2880.587,0,0,0,0,0,2934.2703,3271.1816,3116.8074,0,2492.0212,0,0,2201.3157,0,0,3055.5564,0,3312.8638,2431.7578,0,0,2337.464,0,0,2759.6577,0,1982.6653,3245.2031,2818.412,3009.8489,
860,252.07345826495438,10.7197275,,,,,,,,,,,0,0,0,0,0,0,2605.1348,0,3006.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.7527,0,0,0,0,2410.1826,0,2805.892,0,0,0,0,0,0,0,0,2412.5154,0,0,0,0,0,0,0,0,0,0,
861,252.0736729551213,10.807544,,,,,,,,,,,0,2934.9841,2604.0095,2956.1475,2726.2153,2764.387,0,3540.1677,0,0,0,3236.8342,0,3719.4973,2507.9148,3277.0073,0,2633.102,0,0,0,0,0,0,2866.6482,0,0,0,0,2614.8347,3485.148,2930.0933,0,2465.8423,0,0,0,0,0,0,2828.1313,0,3395.759,2704.6265,0,2984.0742,0,0,0,3093.556,0,2904.5876,3247.746,0,2541.1484,0,0,0,0,
862,252.12193497335662,6.6782413,,,,,,,,,,,0,1068.85,1229.4362,1430.96,0,0,0,1487.1356,0,0,0,0,0,1462.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969.31165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
863,253.04997152470892,9.490319,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408.1299,0,0,0,0,0,0,0,3308.255,0,0,1395.4681,0,0,0,0,0,0,1380.7546,0,0,1865.2897,0,0,0,0,0,1538.9497,0,0,0,0,0,3157.065,0,0,0,0,0,0,0,1723.4813,0,0,1514.0258,
864,253.05120311076357,7.230148,,,,,,,,,,,0,0,0,0,0,480.30377,0,0,0,0,0,0,0,0,439.8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.317,0,0,0,0,0,0,0,3305.246,0,0,0,0,0,0,978.95074,0,0,1233.2811,0,0,0,0,
865,253.08297543751038,16.438383,,,,,,,,,,,0,0,0,0,0,0,3128.1223,0,18233.727,0,0,0,0,13412.287,2799.5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22854.54,0,19765.26,0,0,0,0,0,0,0,0,0,2377.6436,25177.396,0,0,0,0,0,0,0,0,0,0,0,
866,253.08282106060267,17.002522,,,,,,,,,,,20157.28,0,0,19587.318,26307.662,22781.06,0,0,0,0,0,0,18315.887,0,0,20662.256,0,0,0,0,0,0,23073.1,0,0,21568.361,27761.3,0,0,0,0,0,24304.68,26834.95,0,0,0,0,0,0,0,0,0,0,0,0,11927.451,0,0,0,26473.63,19744.225,0,17799.58,0,0,0,19360.709,0,
867,253.083030939812,16.944765,,,,,,,,,,,0,20416.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26384.434,0,0,0,0,0,15119.245,24024.824,0,0,0,0,22343.736,0,22842.398,0,0,0,0,0,0,26233.863,0,22380.605,0,16195.272,0,0,0,0,0,0,0,0,0,20779.07,0,0,22052.408,0,0,0,
868,253.08300541952408,17.190014,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,15737.858,0,0,22833.11,0,0,0,0,26301.06,18707.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28762.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
869,253.0832170845071,17.080835,,,,,,,,,,,0,0,0,0,0,0,0,19933.959,0,14076.358,0,0,0,0,0,0,27140.912,0,0,0,0,0,0,0,0,0,0,0,0,0,17121.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23288.215,0,0,0,17863.758,0,0,0,0,23414.229,0,0,0,0,
870,253.1056693317341,7.8288155,,,,,,,,,,,787.7615,1098.1442,1169.7727,1143.1881,524.8674,0,1001.8619,1578.8547,962.1898,1009.37054,1031.5844,1435.6532,0,1135.1345,343.08917,782.0163,1242.1326,533.05743,673.7959,640.3606,1464.237,0,799.2138,934.0275,905.2393,453.54892,520.42316,1167.8588,982.1047,1037.98,0,548.8105,994.68823,793.2433,710.86786,521.1507,651.7109,827.73584,587.0863,1136.9834,791.90735,1087.6483,812.6625,471.04672,661.0945,604.16125,1063.7925,742.5982,928.74084,665.1526,764.5868,845.22076,1502.2533,1426.1782,645.57025,926.47577,1130.1361,946.3743,1076.2594,
871,253.14171322207395,16.709583,,,,,,,,,,,2598.648,1551.5105,1380.258,1741.491,1994.8644,3093.913,2539.8384,1608.6531,2365.3237,1692.1595,2864.436,1609.9432,3313.4397,1796.5776,2807.8909,2026.0098,1120.457,1628.2759,1924.4312,1513.1238,1062.1749,2393.3564,1212.8599,1700.8552,1671.6781,2185.507,1549.2538,1549.8531,1626.8309,1460.8281,2580.7937,1530.0276,2702.9578,1208.8197,1919.4254,2803.3142,1724.1395,1686.6476,0,2719.343,1643.286,0,2540.531,2412.9233,1772.4562,2083.4282,3090.731,1250.2456,2228.3477,2162.0225,1286.9111,1379.1888,1523.9629,1374.0056,1506.376,1149.0125,3007.2202,2112.222,2997.2607,
872,253.14443868534386,12.429208,,,,,,,,,,,32590.973,53747.133,36663.742,15758.686,50987.492,44668.742,57739.91,53912.832,55928.8,43345.1,59575.57,22484.254,46312.727,21089.361,42168.36,42712.23,22004.385,13042.448,46473.066,46404.145,56142.27,34901.254,46639.156,44771.348,38646.234,27100.363,52327.75,60435.523,57867.37,48606.016,15413.798,13431.817,57280.027,21707.758,51120.875,53570.367,24398.943,46788.008,42604.582,60009.703,39097.07,15730.499,51883.734,55912.977,24022.047,19161.293,64350.293,45066.22,51236.598,61151.52,44858.48,25203.799,62762.395,65672.414,25585.645,26678.188,62161.24,29829.928,61194.258,
873,253.1806047766163,13.841915,,,,,,,,,,,735.66064,0,0,0,0,901.8019,1402.7032,370.67377,909.5189,1319.5167,1344.6354,538.28534,1147.5299,0,866.8889,0,550.103,0,651.9028,1214.6398,2553.3767,1026.8088,0,729.9197,1759.7981,703.4027,1003.67865,768.58936,687.79126,2555.9724,0,0,1452.3945,1402.6888,1102.7755,843.32,428.43176,1811.1095,1202.8994,1401.2056,1099.3538,0,1593.0736,0,767.76434,0,1532.9349,0,1213.5353,947.026,1030.0187,693.83954,2248.7231,2827.4124,1509.9297,1932.0201,1414.36,2150.7197,1471.9473,
874,254.10083749912633,5.901356,,,,,,,,,,,2080.7493,0,0,1835.9495,1732.6064,0,2550.3442,1603.3091,2712.6301,1428.2988,2417.641,1336.7058,0,1914.9501,0,3206.1592,1308.0354,2781.2366,2498.339,2135.8313,0,1669.3319,2652.5342,2661.5117,2206.887,1335.7997,2212.4,0,2773.4907,2195.393,1411.034,2848.4138,2443.1067,2138.6985,2770.5347,2234.3264,2143.0776,2459.1567,2062.0059,2395.3726,2505.4194,1348.3829,2669.8823,1863.2257,1925.666,2522.2776,2298.2598,2578.3484,2416.4395,2483.622,2491.1345,1984.112,0,0,1948.9768,1913.5221,2293.1982,2174.805,2243.6353,
875,254.13986827428926,8.3236685,,,,,,,,,,,638.508,2235.3267,1456.9828,2291.6116,0,0,2212.1514,1838.8403,1761.6082,2635.3467,2456.203,2250.9758,0,2460.1252,0,1885.312,836.46936,840.00995,1822.6295,1428.0084,1481.5271,0,1677.9991,2940.3179,2413.659,0,1075.5518,3156.3162,2549.3503,1976.8683,0,776.8657,2259.8865,1254.181,2048.5967,938.5371,1935.813,1776.7926,1537.4601,2395.1328,1794.956,1150.1539,1218.61,0,2147.325,1134.2697,2373.0093,1700.948,2206.524,2036.0289,2615.348,2026.8488,2233.565,2344.389,2115.5725,2270.844,2508.5132,1840.992,2448.9,
876,254.17598288860273,10.735905,,,,,,,,,,,0,1471.0308,1505.7505,1549.864,0,0,1432.8762,1758.1437,1348.871,1526.0894,1665.2971,2113.8323,0,1801.8097,0,1157.5966,1193.947,656.762,1033.7473,821.4179,1612.1361,0,985.16345,1585.1544,1466.1158,0,762.66425,1765.7137,1346.2272,1283.6217,0,670.80005,1463.5216,985.26685,1067.5912,0,992.9177,962.2974,882.4341,1580.2566,1073.5654,1359.935,830.9476,451.22543,1194.5325,0,1441.1155,1004.27124,1403.9987,1183.8403,1243.9551,1468.5946,1611.6395,1769.6368,1120.9766,1312.6636,1657.2484,1106.6277,1437.2977,
877,255.05982613195496,3.8495636,,,,,,,,,,,472.83527,0,0,0,1532.1277,3057.6519,3307.5984,2588.8254,5521.8867,0,3591.606,0,0,0,2850.2107,0,0,0,0,6254.6924,7623.9126,979.8929,0,0,1806.4282,0,3410.1538,0,4211.3906,12156.151,0,0,3250.8384,0,5528.563,3302.2905,0,7437.8047,6112.595,3288.5686,0,0,7473.1562,1521.3368,0,0,3482.113,796.5364,3021.0242,2869.1355,3734.456,0,8670.106,8390.577,0,902.98,3165.8105,645.8455,3775.9363,
878,255.06440894991064,6.5760517,,,,,,,,,,,0,0,0,0,0,0,3326.0576,0,3568.9836,0,3564.7095,1430.2573,0,0,0,0,0,0,1050.7972,0,0,3310.371,0,0,0,0,0,3253.1494,4588.163,0,0,0,0,0,1960.1228,0,0,0,0,3521.5334,0,0,0,0,0,0,0,0,0,0,4501.0015,0,0,0,0,0,0,0,0,
879,255.06416662200886,6.045986,,,,,,,,,,,16296.074,0,0,0,0,0,6392.3076,0,7159.9985,0,7081.5293,0,9517.506,0,0,0,13738.246,0,3215.1714,0,0,0,7865.604,5895.043,0,11568.971,0,6077.3623,6899.0874,0,0,0,5779.095,0,0,0,14571.596,0,0,6842.6763,0,10403.419,0,0,13968.299,0,6808.617,7309.3633,5698.212,0,0,0,0,0,0,9185.2,7831.4,8012.5757,7035.089,
880,255.06427040947275,6.5380764,,,,,,,,,,,7788.5537,0,0,0,0,0,0,0,0,0,0,0,4697.911,0,0,0,7704.114,0,0,0,0,0,4704.877,2822.2769,0,7071.108,0,0,0,0,0,0,0,0,0,0,6101.688,0,0,0,0,7467.163,0,0,5670.78,0,0,4462.9272,3667.059,0,0,0,0,5455.045,0,3288.1675,3500.2708,4315.3794,0,
881,255.06599131578622,11.204916,,,,,,,,,,,0,1065.7498,0,0,1100.8046,4412.487,0,2326.948,0,0,0,0,0,0,3874.904,0,0,0,0,976.16266,0,0,1751.2269,0,0,0,0,0,3751.0017,0,0,0,0,0,0,0,0,0,918.10315,0,0,0,0,1180.675,0,0,0,0,0,0,0,0,0,0,623.3702,0,0,0,0,
882,255.06617332827057,10.601251,,,,,,,,,,,4150.1943,3301.4304,0,0,7546.097,26921.686,4520.52,12823.179,1975.7504,2890.684,4739.2925,0,0,0,24698.348,0,0,0,2100.432,11760.28,0,0,8585.388,0,4898.4536,0,0,0,24100.287,6462.24,0,0,4585.5146,1572.4077,0,0,0,0,11403.91,4694.0366,2725.891,0,0,8167.244,4409.861,0,5055.9395,8190.5605,3942.595,0,0,2352.8,0,0,6325.4004,7257.773,5031.0713,8905.541,4751.989,
883,255.06634758307706,8.919544,,,,,,,,,,,0,1623.9733,0,0,1707.4166,4104.247,0,3532.6497,0,1726.2916,0,0,0,0,3992.684,0,0,0,0,3834.5068,0,0,0,0,2620.3325,0,0,0,4492.477,1763.4584,0,0,0,1231.8195,0,0,0,0,3535.9011,0,2335.6482,0,1141.8118,1831.8767,5331.6606,872.0643,2212.109,0,0,0,0,1115.7076,0,0,2630.833,0,0,0,2210.6885,
884,255.1075960015328,1.1309302,,,,,,,,,,,0,0,1987.6913,0,0,0,1980.0936,0,0,0,0,7764.7773,3570.7896,0,0,0,5485.8257,0,1362.0398,2894.643,0,1465.0867,798.2707,1806.6079,2131.5146,0,0,2290.7786,0,0,0,0,0,0,0,0,5807.9033,0,2788.081,2120.9277,777.98804,2818.3086,0,0,13531.431,1173.5074,2156.8374,760.4293,1768.2676,3059.5117,0,16744.32,0,0,6498.428,664.08624,0,0,2094.3135,
885,255.1220409205331,10.267628,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926.4338,0,0,0,0,0,0,0,0,0,0,0,488.31485,0,0,0,0,0,0,1360.2698,0,0,0,0,0,0,0,0,0,
